,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Source
802,803,d,a,1760,-1,-1,1,10.0,2014.0,"Mar,Jun,Sept,Dec",3
803,804,c,c,2100,-1,-1,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3
804,805,d,a,24770,10,2011,1,10.0,2014.0,"Mar,Jun,Sept,Dec",3
805,806,d,a,260,-1,-1,1,44.0,2010.0,"Feb,May,Aug,Nov",3
806,807,a,a,3870,4,2008,0,,,,3
807,808,a,a,18620,-1,-1,1,31.0,2009.0,"Feb,May,Aug,Nov",3
808,809,a,a,12770,10,2000,0,,,,3
809,810,d,c,9640,11,2013,0,,,,3
810,811,a,a,410,9,2012,0,,,,3
811,812,d,a,2590,9,2012,0,,,,3
812,813,a,a,1560,9,2003,0,,,,3
813,814,d,c,24530,7,2013,0,,,,3
814,815,a,a,590,1,1900,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
815,816,c,c,460,-1,-1,0,,,,3
816,817,a,a,140,3,2006,0,,,,3
817,818,d,a,490,-1,-1,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3
818,819,a,c,720,10,2014,0,,,,3
819,820,a,c,1650,-1,-1,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
820,821,a,a,1700,9,2009,0,,,,3
821,822,a,c,410,11,2010,1,48.0,2010.0,"Mar,Jun,Sept,Dec",3
822,823,a,c,16210,11,2010,0,,,,3
823,824,a,a,17570,-1,-1,0,,,,3
824,825,a,a,380,5,2011,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
825,826,a,c,7980,6,2005,0,,,,3
826,827,a,c,250,1,2005,0,,,,3
827,828,d,c,3290,12,2014,0,,,,3
828,829,c,a,110,-1,-1,0,,,,3
829,830,a,c,6320,-1,-1,1,5.0,2011.0,"Jan,Apr,Jul,Oct",3
830,831,a,a,800,6,2007,0,,,,3
831,832,d,a,5070,-1,-1,1,45.0,2009.0,"Feb,May,Aug,Nov",3
832,833,d,c,3290,12,1999,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3
833,834,a,a,3470,3,2012,0,,,,3
834,835,a,a,2890,12,2007,1,10.0,2014.0,"Mar,Jun,Sept,Dec",3
835,836,a,a,2720,9,2012,0,,,,3
836,837,a,c,14600,4,2015,0,,,,3
837,838,d,c,6890,-1,-1,1,48.0,2011.0,"Mar,Jun,Sept,Dec",3
838,839,c,a,240,1,2015,0,,,,3
839,840,a,a,1070,9,2009,0,,,,3
840,841,a,a,27650,8,2004,0,,,,3
841,842,d,c,1200,11,2007,0,,,,3
842,843,c,a,60,4,2006,0,,,,3
843,844,a,a,2030,9,2012,1,18.0,2011.0,"Feb,May,Aug,Nov",3
844,845,d,a,7860,11,2005,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
845,846,a,c,8860,4,2004,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3
846,847,c,c,190,-1,-1,1,31.0,2013.0,"Feb,May,Aug,Nov",3
847,848,a,c,370,7,2007,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
848,849,c,c,5000,-1,-1,0,,,,3
849,850,d,a,1120,5,2007,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3
850,851,d,c,2330,-1,-1,1,49.0,2014.0,"Mar,Jun,Sept,Dec",3
851,852,c,a,940,4,2004,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
852,853,a,a,14040,-1,-1,0,,,,3
853,854,c,a,4770,-1,-1,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
854,855,a,a,3440,-1,-1,1,45.0,2009.0,"Feb,May,Aug,Nov",3
855,856,a,a,3020,2,2010,0,,,,3
856,857,c,a,6270,8,2005,1,23.0,2014.0,"Mar,Jun,Sept,Dec",3
857,858,a,a,3370,12,2008,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
858,859,c,a,21770,7,2015,0,,,,3
859,860,c,c,5980,2,2010,0,,,,3
860,861,c,c,740,-1,-1,1,14.0,2013.0,"Mar,Jun,Sept,Dec",3
861,862,a,c,2840,3,2010,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
862,863,a,c,21370,11,2010,0,,,,3
863,864,a,a,1020,10,2012,1,45.0,2009.0,"Feb,May,Aug,Nov",3
864,865,d,c,2640,-1,-1,0,,,,3
865,866,d,a,9680,-1,-1,1,5.0,2013.0,"Feb,May,Aug,Nov",3
866,867,d,c,21810,9,2012,0,,,,3
867,868,d,c,1360,8,2005,1,10.0,2014.0,"Jan,Apr,Jul,Oct",3
868,869,c,a,230,10,2001,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
869,870,a,a,780,4,2009,0,,,,3
870,871,d,c,10620,-1,-1,0,,,,3
871,872,a,c,3860,9,2014,1,23.0,2015.0,"Mar,Jun,Sept,Dec",3
872,873,a,a,2040,11,2008,0,,,,3
873,874,a,a,3210,-1,-1,0,,,,3
874,875,d,a,5070,11,2007,1,18.0,2015.0,"Feb,May,Aug,Nov",3
875,876,a,a,21790,4,2005,1,18.0,2015.0,"Feb,May,Aug,Nov",3
876,877,a,c,29190,-1,-1,0,,,,3
877,878,d,c,1100,12,2014,0,,,,3
878,879,d,a,-1,-1,-1,1,5.0,2013.0,"Feb,May,Aug,Nov",3
879,880,a,c,4570,-1,-1,0,,,,3
880,881,a,a,180,3,2008,1,31.0,2013.0,"Feb,May,Aug,Nov",3
881,882,a,a,30,4,2013,0,,,,3
882,883,a,a,3200,6,2005,0,,,,3
883,884,d,c,7550,-1,-1,0,,,,3
884,885,a,a,480,12,2005,0,,,,3
885,886,a,c,12430,10,2004,0,,,,3
886,887,d,a,19700,-1,-1,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3
887,888,d,a,4450,6,2012,1,35.0,2012.0,"Mar,Jun,Sept,Dec",3
888,889,d,a,18670,12,2005,0,,,,3
889,890,a,a,4450,-1,-1,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
890,891,a,c,350,-1,-1,1,31.0,2013.0,"Feb,May,Aug,Nov",3
891,892,a,a,19370,4,2002,0,,,,3
892,893,a,a,130,-1,-1,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3
893,894,a,a,190,11,2012,0,,,,3
894,895,a,c,4150,-1,-1,0,,,,3
895,896,a,c,170,9,2012,0,,,,3
896,897,c,c,3290,1,2007,1,5.0,2013.0,"Feb,May,Aug,Nov",3
897,898,a,a,18540,-1,-1,0,,,,3
898,899,d,a,2590,-1,-1,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
899,900,a,a,3920,4,2005,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
900,901,a,c,3170,4,2014,0,,,,3
901,902,a,a,310,5,2015,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
902,903,d,c,7290,9,2014,0,,,,3
903,904,d,c,570,7,2013,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
904,905,a,a,90,6,2014,0,,,,3
905,906,a,a,90,7,2010,0,,,,3
906,907,a,c,250,-1,-1,0,,,,3
907,908,a,a,1980,7,2010,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3
908,909,a,c,1680,-1,-1,1,45.0,2009.0,"Feb,May,Aug,Nov",3
909,910,d,c,12480,-1,-1,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3
910,911,a,c,16490,-1,-1,0,,,,3
911,912,c,c,3100,5,2010,0,,,,3
912,913,a,a,280,-1,-1,0,,,,3
913,914,c,c,2640,4,2011,1,22.0,2012.0,"Mar,Jun,Sept,Dec",3
914,915,d,c,650,3,2013,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
915,916,a,a,90,11,2012,0,,,,3
916,917,a,a,7240,2,2010,0,,,,3
917,918,a,c,18710,4,2015,0,,,,3
918,919,a,a,2620,-1,-1,1,45.0,2009.0,"Feb,May,Aug,Nov",3
919,920,a,a,850,2,2012,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
920,921,a,a,840,9,2006,0,,,,3
921,922,d,a,2110,3,2006,0,,,,3
922,923,a,a,280,9,2008,0,,,,3
923,924,a,a,6420,4,2011,1,1.0,2012.0,"Jan,Apr,Jul,Oct",3
924,925,c,a,470,3,2007,1,1.0,2012.0,"Jan,Apr,Jul,Oct",3
925,926,d,c,5150,3,2011,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
926,927,a,a,480,-1,-1,0,,,,3
927,928,d,c,1090,-1,-1,1,31.0,2013.0,"Feb,May,Aug,Nov",3
928,929,a,c,4820,9,2013,0,,,,3
929,930,a,a,70,-1,-1,0,,,,3
930,931,a,c,1480,9,2011,1,1.0,2012.0,"Jan,Apr,Jul,Oct",3
931,932,a,a,15700,-1,-1,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
932,933,a,c,6270,2,2005,0,,,,3
933,934,a,c,5460,-1,-1,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
934,935,a,c,22350,6,2010,0,,,,3
935,936,a,a,580,2,2008,0,,,,3
936,937,d,a,2810,-1,-1,1,10.0,2014.0,"Jan,Apr,Jul,Oct",3
937,938,a,a,2820,9,2009,0,,,,3
938,939,d,a,1340,-1,-1,0,,,,3
939,940,d,c,6470,9,2012,0,,,,3
940,941,a,a,1200,12,2011,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3
941,942,d,c,6860,-1,-1,1,18.0,2011.0,"Jan,Apr,Jul,Oct",3
942,943,d,c,18020,-1,-1,0,,,,3
943,944,c,a,1670,7,2015,0,,,,3
944,945,a,c,12480,3,2011,0,,,,3
945,946,a,a,2220,12,2011,1,14.0,2015.0,"Jan,Apr,Jul,Oct",3
946,947,a,a,460,3,2014,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
947,948,b,b,1430,-1,-1,0,,,,3
948,949,a,a,870,3,2006,0,,,,3
949,950,a,a,8460,11,1994,0,,,,3
950,951,d,c,710,-1,-1,1,40.0,2011.0,"Jan,Apr,Jul,Oct",3
951,952,d,c,6300,10,2013,0,,,,3
952,953,a,a,19830,4,2006,1,22.0,2011.0,"Mar,Jun,Sept,Dec",3
953,954,a,a,390,2,2013,1,10.0,2014.0,"Jan,Apr,Jul,Oct",3
954,955,d,c,1690,7,2009,1,36.0,2013.0,"Mar,Jun,Sept,Dec",3
955,956,a,a,2330,10,2014,1,18.0,2011.0,"Feb,May,Aug,Nov",3
956,957,d,c,1420,11,2012,0,,,,3
957,958,a,a,440,11,2013,0,,,,3
958,959,a,c,1060,12,2005,0,,,,3
959,960,d,a,8990,-1,-1,1,31.0,2009.0,"Feb,May,Aug,Nov",3
960,961,d,c,9430,-1,-1,0,,,,3
961,962,c,a,260,-1,-1,0,,,,3
962,963,a,c,23620,11,2013,0,,,,3
963,964,a,a,270,-1,-1,1,5.0,2013.0,"Feb,May,Aug,Nov",3
964,965,a,c,110,-1,-1,0,,,,3
965,966,a,a,760,2,2008,0,,,,3
966,967,a,c,3560,9,2013,1,36.0,2013.0,"Jan,Apr,Jul,Oct",3
967,968,c,a,1190,-1,-1,0,,,,3
968,969,a,c,600,11,1999,1,10.0,2013.0,"Jan,Apr,Jul,Oct",3
969,970,a,a,910,12,2014,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3
970,971,c,a,1140,5,2011,1,14.0,2012.0,"Mar,Jun,Sept,Dec",3
971,972,a,a,14960,-1,-1,0,,,,3
972,973,d,c,330,-1,-1,1,28.0,2012.0,"Jan,Apr,Jul,Oct",3
973,974,a,a,150,3,2011,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
974,975,a,c,9630,-1,-1,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
975,976,a,a,4180,-1,-1,0,,,,3
976,977,a,a,520,9,2005,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
977,978,c,c,3890,-1,-1,0,,,,3
978,979,a,c,2270,11,2005,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
979,980,a,a,4420,9,2005,0,,,,3
980,981,d,c,2620,11,2002,0,,,,3
981,982,d,a,21930,-1,-1,0,,,,3
982,983,a,a,40,3,2014,1,1.0,2014.0,"Jan,Apr,Jul,Oct",3
983,984,c,a,440,-1,-1,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3
984,985,c,c,490,5,2007,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
985,986,a,a,620,10,2014,1,18.0,2014.0,"Feb,May,Aug,Nov",3
986,987,c,a,1690,6,2007,0,,,,3
987,988,a,a,30,11,2012,0,,,,3
988,989,a,a,1640,6,2006,1,40.0,2011.0,"Jan,Apr,Jul,Oct",3
989,990,d,a,20930,-1,-1,0,,,,3
990,991,a,a,1010,-1,-1,0,,,,3
991,992,a,a,2480,7,1990,0,,,,3
992,993,d,c,3460,10,2013,1,10.0,2014.0,"Jan,Apr,Jul,Oct",3
993,994,a,a,2290,7,2011,1,1.0,2012.0,"Jan,Apr,Jul,Oct",3
994,995,d,a,6560,12,2013,0,,,,3
995,996,c,a,2870,7,2015,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
996,997,d,c,5840,7,2010,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3
997,998,a,a,780,9,2005,1,5.0,2013.0,"Feb,May,Aug,Nov",3
998,999,d,c,15140,2,2002,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3
999,1000,a,c,2230,5,2009,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
1000,1001,c,a,19640,-1,-1,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1001,1002,d,c,1130,11,2008,0,,,,3
1002,1003,a,a,170,7,2013,1,27.0,2013.0,"Jan,Apr,Jul,Oct",3
1003,1004,d,c,970,-1,-1,1,9.0,2011.0,"Mar,Jun,Sept,Dec",3
1004,1005,a,a,6480,-1,-1,0,,,,3
1005,1006,c,c,3890,11,2006,1,5.0,2013.0,"Feb,May,Aug,Nov",3
1006,1007,c,c,4180,9,2012,0,,,,3
1007,1008,a,c,30,9,2010,0,,,,3
1008,1009,a,a,230,7,2004,1,10.0,2014.0,"Jan,Apr,Jul,Oct",3
1009,1010,d,c,4610,6,2010,1,18.0,2010.0,"Feb,May,Aug,Nov",3
1010,1011,a,c,490,9,2012,1,18.0,2011.0,"Feb,May,Aug,Nov",3
1011,1012,d,c,6330,6,2004,1,39.0,2010.0,"Jan,Apr,Jul,Oct",3
1012,1013,a,a,630,2,2015,1,31.0,2013.0,"Feb,May,Aug,Nov",3
1013,1014,a,c,210,-1,-1,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3
1014,1015,d,c,9910,12,2010,1,9.0,2011.0,"Mar,Jun,Sept,Dec",3
1015,1016,c,c,550,-1,-1,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3
1016,1017,c,a,110,11,2008,0,,,,3
1017,1018,c,c,140,9,2012,0,,,,3
1018,1019,d,c,2740,7,2014,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
1019,1020,a,a,40,8,2015,0,,,,3
1020,1021,a,a,1080,5,2011,0,,,,3
1021,1022,a,c,1520,-1,-1,0,,,,3
1022,1023,c,a,3740,2,2002,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1023,1024,c,c,1990,1,2012,0,,,,3
1024,1025,a,a,720,11,2009,0,,,,3
1025,1026,c,a,450,6,2011,1,48.0,2012.0,"Mar,Jun,Sept,Dec",3
1026,1027,a,c,190,6,2008,1,40.0,2011.0,"Jan,Apr,Jul,Oct",3
1027,1028,a,a,150,-1,-1,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3
1028,1029,a,a,1590,3,2006,0,,,,3
1029,1030,a,a,36410,4,2008,0,,,,3
1030,1031,d,a,590,5,2001,0,,,,3
1031,1032,d,c,270,2,2013,1,40.0,2012.0,"Jan,Apr,Jul,Oct",3
1032,1033,a,a,7680,3,2006,0,,,,3
1033,1034,a,a,13750,4,2015,0,,,,3
1034,1035,a,a,27150,-1,-1,0,,,,3
1035,1036,d,c,9560,-1,-1,1,36.0,2013.0,"Jan,Apr,Jul,Oct",3
1036,1037,a,c,150,-1,-1,0,,,,3
1037,1038,d,a,17290,10,2013,0,,,,3
1038,1039,a,c,70,6,1990,1,22.0,2012.0,"Mar,Jun,Sept,Dec",3
1039,1040,a,a,4030,2,2013,1,10.0,2014.0,"Jan,Apr,Jul,Oct",3
1040,1041,c,a,1600,8,2013,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
1041,1042,a,a,3440,-1,-1,1,31.0,2013.0,"Feb,May,Aug,Nov",3
1042,1043,c,a,420,3,2006,0,,,,3
1043,1044,c,a,240,4,2015,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
1044,1045,a,c,26990,12,2013,0,,,,3
1045,1046,d,c,29070,4,2005,0,,,,3
1046,1047,a,a,3750,-1,-1,1,45.0,2009.0,"Feb,May,Aug,Nov",3
1047,1048,d,c,1860,9,2012,1,40.0,2012.0,"Jan,Apr,Jul,Oct",3
1048,1049,a,a,370,7,2012,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1049,1050,d,c,13170,8,2014,1,9.0,2011.0,"Mar,Jun,Sept,Dec",3
1050,1051,c,a,200,7,1998,1,1.0,2012.0,"Jan,Apr,Jul,Oct",3
1051,1052,a,c,5080,-1,-1,1,31.0,2013.0,"Feb,May,Aug,Nov",3
1052,1053,a,a,1710,7,2015,0,,,,3
1053,1054,a,c,13190,-1,-1,1,45.0,2013.0,"Feb,May,Aug,Nov",3
1054,1055,c,a,1980,4,2009,0,,,,3
1055,1056,d,c,5350,-1,-1,1,40.0,2012.0,"Jan,Apr,Jul,Oct",3
1056,1057,d,c,3230,11,2011,0,,,,3
1057,1058,a,c,180,-1,-1,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3
1058,1059,c,a,3380,4,2013,0,,,,3
1059,1060,a,c,3430,-1,-1,1,31.0,2013.0,"Feb,May,Aug,Nov",3
1060,1061,d,c,8110,-1,-1,0,,,,3
1061,1062,d,a,190,9,2012,1,40.0,2012.0,"Feb,May,Aug,Nov",3
1062,1063,a,c,6250,-1,-1,0,,,,3
1063,1064,a,c,420,-1,-1,0,,,,3
1064,1065,a,a,1290,-1,-1,1,35.0,2011.0,"Mar,Jun,Sept,Dec",3
1065,1066,a,a,3350,-1,-1,0,,,,3
1066,1067,d,c,12020,7,2009,0,,,,3
1067,1068,d,c,5010,-1,-1,1,5.0,2013.0,"Jan,Apr,Jul,Oct",3
1068,1069,a,c,18050,-1,-1,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1069,1070,c,c,400,10,2008,0,,,,3
1070,1071,a,a,820,3,2012,1,35.0,2012.0,"Mar,Jun,Sept,Dec",3
1071,1072,a,c,5380,8,2015,1,5.0,2010.0,"Feb,May,Aug,Nov",3
1072,1073,a,c,1710,-1,-1,1,44.0,2012.0,"Jan,Apr,Jul,Oct",3
1073,1074,c,c,3330,10,2001,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1074,1075,a,c,1410,10,2013,0,,,,3
1075,1076,a,c,90,-1,-1,1,1.0,2013.0,"Jan,Apr,Jul,Oct",3
1076,1077,a,a,3750,11,2001,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3
1077,1078,d,c,670,-1,-1,1,40.0,2011.0,"Jan,Apr,Jul,Oct",3
1078,1079,a,a,16680,-1,-1,1,37.0,2009.0,"Jan,Apr,Jul,Oct",3
1079,1080,a,a,2410,-1,-1,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
1080,1081,b,a,400,3,2006,0,,,,3
1081,1082,c,a,440,4,2002,0,,,,3
1082,1083,d,c,11540,-1,-1,1,5.0,2013.0,"Feb,May,Aug,Nov",3
1083,1084,a,a,190,-1,-1,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
1084,1085,c,a,4030,2,2015,0,,,,3
1085,1086,a,a,180,11,2013,1,18.0,2011.0,"Feb,May,Aug,Nov",3
1086,1087,d,c,2210,11,2011,0,,,,3
1087,1088,a,a,4300,3,2009,1,27.0,2013.0,"Jan,Apr,Jul,Oct",3
1088,1089,d,a,5220,5,2009,0,,,,3
1089,1090,a,a,330,-1,-1,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1090,1091,a,c,9990,-1,-1,0,,,,3
1091,1092,a,a,300,7,2000,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
1092,1093,c,c,10450,6,2009,0,,,,3
1093,1094,d,a,2380,3,2013,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
1094,1095,a,a,690,6,2007,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1095,1096,a,c,1130,-1,-1,1,10.0,2014.0,"Mar,Jun,Sept,Dec",3
1096,1097,b,b,720,3,2002,0,,,,3
1097,1098,a,a,1830,11,2004,0,,,,3
1098,1099,a,c,200,4,2013,1,14.0,2013.0,"Jan,Apr,Jul,Oct",3
1099,1100,a,a,540,-1,-1,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1100,1101,d,c,4060,9,2012,0,,,,3
1101,1102,a,a,850,11,2012,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3
1102,1103,d,c,1340,10,2006,1,5.0,2013.0,"Feb,May,Aug,Nov",3
1103,1104,d,a,260,2,2012,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3
1104,1105,c,c,330,11,2008,1,5.0,2013.0,"Feb,May,Aug,Nov",3
1105,1106,a,c,5330,9,2011,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3
1106,1107,a,a,1400,6,2012,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3
1107,1108,a,a,540,4,2004,0,,,,3
1108,1109,c,a,3490,4,2011,1,22.0,2012.0,"Jan,Apr,Jul,Oct",3
1109,1110,c,c,900,9,2010,0,,,,3
1110,1111,a,a,1900,6,2014,1,31.0,2013.0,"Jan,Apr,Jul,Oct",3
1111,1112,c,c,1880,4,2006,0,,,,3
1112,1113,a,c,9260,-1,-1,0,,,,3
1113,1114,a,c,870,-1,-1,0,,,,3
1114,1115,d,c,5350,-1,-1,1,22.0,2012.0,"Mar,Jun,Sept,Dec",3
